date,category,wholesale_cost,optimal_price,optimal_quantity,markup_ratio,gross_margin,expected_profit,profit_std,expected_revenue,expected_cost,expected_sales,expected_leftover,expected_stockout,service_rate
2023-07-01,花叶类,5.978035984612722,11.953880608238833,141.06640717839775,1.9996334312820714,0.49990834102086057,277.85540112154206,323.9863437584064,1180.5158076930943,843.3000583324922,98.75586400615892,42.31054317223884,1.1089971613434562,0.9930546416652563
2023-07-01,辣椒类,18.07966567463377,36.15270390940061,3.775664776319434,1.9996334312820712,0.49990834102086057,-5.942535015783293,39.68909192051078,72.58439117435785,68.26275685534625,2.0077168047030667,1.7679479716163675,0.06544003494524203,0.9860041197667416
2023-07-01,花菜类,14.174484527101807,28.343773131583212,8.491301368088799,1.9996334312820712,0.49990834102086057,-9.499253180158105,69.53314550515523,128.75846517273712,120.35981985693309,4.542742583176504,3.948558784912294,0.14549628620876087,0.9861383769506272
2023-07-01,食用菌,14.094057573812997,28.182948707010745,19.514286955016125,1.9996334312820712,0.49990834102086057,48.81000046202481,126.0435793058687,350.97310860592006,275.03548385590517,12.453384926276808,7.060902028739317,0.21852920252068186,0.9904193790946687
2023-07-01,水生根茎类,9.82041062814839,19.637221400963284,30.329837118346457,1.9996334312820712,0.49990834102086057,-38.041499048602574,177.82363856007007,307.244720397315,297.85145478701907,15.646038414693608,14.68379870365285,0.5578908942462529,0.9852896579438594
2023-07-01,茄类,7.915932676594667,15.828963619896864,8.757793875387659,1.9996334312820712,0.49990834102086057,-4.8444942864934974,39.76705569363752,74.66266000897555,69.32610671306182,4.716838183589307,4.040955691798352,0.14814030190041558,0.9862882969080602
2023-07-02,花叶类,6.561399164553205,13.12039312542684,132.3624815610775,1.9996334312820714,0.49990834102086057,314.8481702340862,341.766075774176,1297.6551875671262,868.4830759330428,98.90368186089773,33.45879970017974,2.073405480304585,0.9861759199369083
2023-07-02,辣椒类,19.51090560315482,39.014659118657065,3.546340337708778,1.9996334312820712,0.49990834102086057,-5.886109230254938,46.237468181775945,83.0042385563471,69.19231156569616,2.1275141301094673,1.4188262075993106,0.12176505285292144,0.972374411994341
2023-07-02,花菜类,15.21166882694694,30.41776153195443,8.128281880817719,1.9996334312820712,0.49990834102086057,-9.449535988611345,82.04472026652456,148.99052244993052,123.64473210307254,4.898142234871989,3.2301396459457288,0.2758320877985599,0.9726479373238106
2023-07-02,食用菌,15.251373630980048,30.497156585481534,19.05345868615668,1.9996334312820712,0.49990834102086057,58.14357314793153,145.76531093090506,402.2629276583228,290.59141738501773,13.190178124665692,5.8632805614909875,0.42039131443806127,0.9811890589911039
