单品编码,单品名称,清理后单品名称,分类编码,分类名称,周总销量_kg,周日均销量_kg,周销量标准差,周销量变异系数,周销量趋势_斜率,周均销售单价,周均批发价,周均加成率,打折销售比例,单品损耗率,最近一天销量_kg,单品类内份额,最小陈列量_kg,批发价日期_最近,批发价_0701或最近,建议加成率_基线,建议售价_基线(元/千克)
102900005116899,净藕(1),净藕,1011010402,水生根茎类,42.184,6.026285714285714,1.3407363293212822,0.2224813745792001,0.098214285714286,14.4,10.734,0.3413584560090808,0.28888888888888886,0.0554,6.44,0.3614676697914346,2.5,2023-06-30,10.38,0.3413584560090808,13.92330077337426
102900051000944,洪湖藕带,洪湖藕带,1011010402,水生根茎类,28.232,4.033142857142857,0.9331660139138209,0.23137440129628603,0.21282142857142897,20.09090909090909,18.0,0.11616161616161615,0.5584415584415584,0.24050000000000005,4.339,0.24191530565028876,2.5,2023-06-30,18.0,0.11616161616161615,20.09090909090909
102900011007969,红莲藕带,红莲藕带,1011010402,水生根茎类,4.596,0.6565714285714286,0.2927221988751207,0.4458345065547965,0.027392857142857146,9.2,5.588333333333334,0.6475820999855604,0.0,0.1663,0.721,0.03938235848571576,2.5,2023-06-30,5.29,0.6475820999855604,8.715709308923614
102900011001691,菱角,菱角,1011010402,水生根茎类,12.224,1.7462857142857142,1.2599330292103774,0.7214930631931153,0.3436071428571429,14.0,9.168695652173913,0.5269384301696087,0.0,0.09609999999999999,3.396,0.10474541995852685,2.5,2023-06-30,9.16,0.5269384301696087,13.986756020353615
102900011018132,野生粉藕,野生粉藕,1011010402,水生根茎类,2.439,0.3484285714285714,0.5580193715702163,1.6015316117226381,0.07953571428571432,26.0,16.066666666666666,0.6182574007500912,0.0,0.12689999999999999,0.231,0.02089938475775908,2.5,2023-06-30,16.06,0.6182574007500912,25.98921385604646
102900005118824,高瓜(1),高瓜,1011010402,水生根茎类,21.031,3.0044285714285714,0.764231172953764,0.25436822836176826,0.17571428571428574,13.192982456140351,11.55,0.14297558754579262,0.5263157894736842,0.2925,3.78,0.23158986135627496,2.5,2023-06-30,11.67,0.14297558754579262,13.338525106659398
102900011032732,高瓜(2),高瓜,1011010402,水生根茎类,5.996,0.8565714285714287,0.9797565781258897,1.1438118824018058,0.04653571428571445,15.495652173913042,13.464782608695652,0.1516174278534436,0.5652173913043478,0.0943,0.512,0.23158986135627496,2.5,2023-06-30,13.69,0.1516174278534436,15.765642587313643
102900005115823,上海青,上海青,1011010101,花叶类,27.029,3.861285714285714,2.2905941524915696,0.5932205803929479,0.5881428571428572,8.0,4.131969696969697,0.9370846111020662,0.0,0.14429999999999998,7.0360000000000005,0.030928177149605003,2.5,2023-06-30,4.09,0.9370846111020662,7.922676059407451
102900005115984,云南油麦菜,云南油麦菜,1011010101,花叶类,5.098,0.7282857142857143,1.5605128125379932,2.142720613528041,-0.32274999999999987,7.200000000000001,4.34,0.6917293233082705,0.0,0.1281,0.0,0.005833432502448714,2.5,2023-06-27,2.66,0.6917293233082705,4.499999999999999
102900011030097,云南油麦菜(份),云南油麦菜(份),1011010101,花叶类,149.0,21.285714285714285,4.608480795022936,0.21650580916215134,0.6428571428571431,4.159060402684564,2.869530201342282,0.44954741828493544,0.2348993288590604,0.0943,25.0,0.17049459452037238,2.5,2023-06-30,2.84,0.44954741828493544,4.116714667929217
102900005115779,云南生菜,云南生菜,1011010101,花叶类,11.683,1.669,2.9677258408866996,1.7781460999920309,-0.11703571428571419,9.2,5.741666666666666,0.6023759426477564,0.0,0.1525,0.0,0.013368378173030273,2.5,2023-06-29,5.68,0.6023759426477564,9.101495354239256
102900011030059,云南生菜(份),云南生菜(份),1011010101,花叶类,226.0,32.285714285714285,16.286131991301534,0.5044377165447378,-1.464285714285714,4.461504424778761,3.575796460176991,0.25288314463231143,0.17256637168141592,0.0943,36.0,0.25860253933962524,2.5,2023-06-30,3.49,0.25288314463231143,4.372562174766768
102900011006948,外地茼蒿,外地茼蒿,1011010101,花叶类,6.538,0.934,1.4080108901094006,1.5075063063269813,-0.46078571428571435,12.514285714285714,8.241428571428571,0.5227127682220052,0.0,0.2616,0.0,0.007481165496471105,2.5,2023-06-27,9.19,0.5227127682220052,13.993730339960226
102900011008164,奶白菜,奶白菜,1011010101,花叶类,44.959,6.422714285714286,3.0021439402692267,0.4674260455500475,0.7441785714285712,4.792,2.5313999999999997,0.8997537273494212,0.0,0.1568,9.044,0.051444741443231023,2.5,2023-06-30,2.56,0.8997537273494212,4.863369542014518
102900005118831,娃娃菜,娃娃菜,1011010101,花叶类,73.0,10.428571428571429,5.883795341363228,0.5641995532814054,0.5357142857142858,6.541095890410959,4.757260273972602,0.37696912419358125,0.1506849315068493,0.0248,6.0,0.08353090872474621,2.5,2023-06-30,4.4,0.37696912419358125,6.0586641464517585
102900011023464,小青菜(1),小青菜,1011010101,花叶类,34.306,4.900857142857142,1.776834491314205,0.36255586309098803,-0.02167857142857133,5.2,2.8422222222222224,0.8369029739934665,0.0,0.1033,4.709,0.039254950064536206,2.5,2023-06-30,2.7,0.8369029739934665,4.95963802978236
102900005115946,木耳菜,木耳菜,1011010101,花叶类,41.534,5.933428571428571,2.7342361430048947,0.46081891946439696,0.23307142857142843,5.332075471698114,3.222735849056604,0.6572982346190439,0.32075471698113206,0.07609999999999999,5.185,0.04752565428730971,2.5,2023-06-30,3.12,0.6572982346190439,5.1707704920114175
102900011036686,木耳菜(份),木耳菜(份),1011010101,花叶类,3.0,0.42857142857142855,0.5345224838248488,1.2472191289246473,0.17857142857142858,3.3666666666666667,1.5666666666666667,1.188427241440516,0.6666666666666666,0.0943,1.0,0.003432777070879981,2.5,2023-06-30,1.53,1.188427241440516,3.3482936794039895
102900005115786,竹叶菜,竹叶菜,1011010101,花叶类,93.077,13.296714285714286,1.9096665253638496,0.14361942990800033,-0.6063571428571417,3.773953488372093,2.330139534883721,0.6177751530212227,0.0,0.1362,12.884,0.10650419714209866,2.5,2023-06-30,2.15,0.6177751530212227,3.478216578995629
102900005119975,红薯尖,红薯尖,1011010101,花叶类,31.546,4.506571428571428,1.6897985932395276,0.37496323314133945,0.3411071428571429,5.333333333333333,3.1907407407407407,0.6845279076489053,0.0,0.0842,5.88,0.03609679515932663,2.5,2023-06-30,2.6,0.6845279076489053,4.3797725598871535
102900005115762,苋菜,苋菜,1011010101,花叶类,62.461,8.923,3.357397801869775,0.37626334213490703,-1.0317857142857143,3.805,2.3255833333333333,0.6365114586171793,0.0,0.1852,6.726,0.07147156287474483,2.5,2023-06-30,2.21,0.6365114586171793,3.6166903235439665
